TableID,TableName,Name,DataType,Size,Nullable,Description,IsInCSV,Scrambled
5040000,BettingMarketResult,BettingPeriodType,string,100,False,The BettingPeriodType of this market (e.g. Full Game; 1st Quarter; Overtime; Regular Season),False,False
5040000,BettingMarketResult,Name,string,100,True,The generic name of this market,True,False
5040000,BettingMarketResult,TeamID,integer,32,True,The unique ID of the team associated with this betting market result,False,False
5040000,BettingMarketResult,TeamKey,string,10,True,The key of the team tied to this market (if applicable),False,False
5040000,BettingMarketResult,PlayerID,integer,32,True,The unique ID of the player as assigned by SportsDataIO tied this market result (if applicable). Note: this ID remains with the player their entire collegiate career,False,False
5040000,BettingMarketResult,PlayerName,string,100,True,The name of the player tied to this market (if applicable),True,False
5040000,BettingMarketResult,BettingOutcomeResults,BettingOutcomeResult[],,True,The list of outcomes under this market with results,True,False
5040000,BettingMarketResult,IsMarketResultingSupported,bool,32,False,Indicates whether resulting is supported for this kind of BettingMarket,True,False
5041000,BettingOutcomeResult,BettingOutcomeID,integer,32,False,The unique ID associated with this specific outcome,False,False
5041000,BettingOutcomeResult,BettingResultTypeID,integer,32,True,The BettingResultTypeID of this outcome,False,True
5041000,BettingOutcomeResult,BettingResultType,string,100,True,A list of the possible BettingResultTypes (e.g. Win; Loss; Push; Not Resulted; Incomplete),False,True
5041000,BettingOutcomeResult,BettingOutcomeTypeID,int,32,True,The BettingOutcomeTypeID of this outcome,True,False
5041000,BettingOutcomeResult,BettingOutcomeType,string,32,True,Name of Betting Outcome Type (e.g. Home; Away; Under; Over),False,False
5041000,BettingOutcomeResult,BetValue,decimal,32,True,The value that was bet in this outcome (if applicable),True,True
5041000,BettingOutcomeResult,ActualValue,decimal,32,True,The value that actually occurred in game (if applicable),True,True
5042000,BettingResultingMetadata,BettingMarketTypeId,integer,32,False,ID that distinguishes the different types of Market Types,False,False
5042000,BettingResultingMetadata,BettingBetTypeId,integer,32,False,The ID associated with the name of the bet type within a market,False,False
5042000,BettingResultingMetadata,BettingPeriodTypeId,integer,32,False,The BettingPeriodTypeID of this type of market which we can result,True,False
